Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Vietnam,Price / Vietnam,Compare At Price / Vietnam,Included / International,Price / International,Compare At Price / International,Status
fox-racing-instinct-boots-gray,Fox Racing Instinct Boots - Gray,"<p class=""des des_1"" data-mce-fragment=""1""><span data-mce-fragment=""1"">IronCaptivate with this shirt’s versatile urban look that works as well at happy hour as it does in the back yard. The real mother of pearl buttons and embroidered crocodile complete its elegant appeal.Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Aenean commodo ligula eget dolor. Aenean massa. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridicu lus mus. Donec quam felis, ultri cies nec, pellentesque eu, pretium quis, sem. Nulla consequat massa quis enim.</span></p>
<p class=""des des_1"" data-mce-fragment=""1""> </p>
<h4 data-mce-fragment=""1"">Sample Ordered Lista</h4>
<ol class=""style_type_2"" data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Comodous in tempor ullamcorper miaculis</li>
<li data-mce-fragment=""1"">Pellentesque vitae neque mollis urna mattis laoreet.</li>
<li data-mce-fragment=""1"">Divamus sit amet purus justo.</li>
<li data-mce-fragment=""1"">Proin molestie egestas orci ac suscipit risus posuere loremous</li>
</ol>
<br data-mce-fragment=""1"">
<h4 data-mce-fragment=""1"">Sample Paragraph Text</h4>
<p class=""des des_2"" data-mce-fragment=""1"">Nullam quis feugiat libero. Phasellus quis molestie massa. Donec in enim sed ex commodo auctor. Nam sagittis volutpat sollicitudin. Fusce sed erat pulvinar nulla aliquet ullamcorper vel et velit. Aliquam a quam ligula. Sed malesuada pulvinar vulputate. Vivamus pharetra metus nulla, a molestie quam luctus eget. Mauris orci risus, consectetur consequat metus quis, mollis eleifend eros.</p>
<p class=""des des_2"" data-mce-fragment=""1"">Sed quis quam sapien. Quisque convallis est enim, et fermentum massa consectetur non. Nam vel ante tempus, venenatis mi eget, tempus libero. In elementum nisi velit, nec mattis eros laoreet quis. Ut purus lacus, ultricies eget elit sed, tincidunt dapibus ligula. Praesent nisl magna, vehicula quis nulla eu, egestas viverra velit. Aliquam sodales, massa eu aliquam porttitor, urna magna venenatis tellus, eget pellentesque sem eros id ex. Cras convallis lacus sit amet nisl porta, sit amet semper lacus sodales.</p>",Vinova MotorGear,,BOOTS,"BOOTS, Gloves, Goggles, Helmet, Racing",true,Title,Default Title,,,,,"",0.0,shopify,25,deny,manual,135.00,,true,true,"",https://cdn.shopify.com/s/files/1/0674/7173/7051/files/1k-min_bf3985e8-3134-4c44-aa06-62df8dcff95a.png?v=1702354801,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
fox-racing-instinct-boots-gray,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7173/7051/files/1c-min.png?v=1702354801,2,,,,,,,,,,,,,,,,,,,,,,,,,,
fox-racing-instinct-boots-gray,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7173/7051/files/1d-min_510bba51-b7a7-4b57-96ec-b98b4242d4c0.png?v=1702354801,3,,,,,,,,,,,,,,,,,,,,,,,,,,
fox-racing-instinct-boots-gray,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7173/7051/files/1e-min_3ff1fc9a-1a50-43aa-bcd4-baf677ac8016.png?v=1702354801,4,,,,,,,,,,,,,,,,,,,,,,,,,,
fox-racing-instinct-boots-gray,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7173/7051/files/1f-min_fb19bf49-a05e-4a33-a5bb-149f6cae0701.png?v=1702354801,5,,,,,,,,,,,,,,,,,,,,,,,,,,
fox-racing-instinct-boots-gray,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7173/7051/files/1h-min_e9cd2783-94b5-436a-a600-b1e701cac26a.png?v=1702354801,6,,,,,,,,,,,,,,,,,,,,,,,,,,
fox-racing-instinct-boots-gray,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7173/7051/files/1i-min_df62eeff-2b0c-4b27-8400-d510050aee1c.png?v=1702354801,7,,,,,,,,,,,,,,,,,,,,,,,,,,
fox-racing-instinct-boots-red,Fox Racing Instinct Boots - Red,"<p class=""des des_1"" data-mce-fragment=""1""><span data-mce-fragment=""1"">IronCaptivate with this shirt’s versatile urban look that works as well at happy hour as it does in the back yard. The real mother of pearl buttons and embroidered crocodile complete its elegant appeal.Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Aenean commodo ligula eget dolor. Aenean massa. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridicu lus mus. Donec quam felis, ultri cies nec, pellentesque eu, pretium quis, sem. Nulla consequat massa quis enim.</span></p>
<p class=""des des_1"" data-mce-fragment=""1""> </p>
<h4 data-mce-fragment=""1"">Sample Ordered Lista</h4>
<ol class=""style_type_2"" data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Comodous in tempor ullamcorper miaculis</li>
<li data-mce-fragment=""1"">Pellentesque vitae neque mollis urna mattis laoreet.</li>
<li data-mce-fragment=""1"">Divamus sit amet purus justo.</li>
<li data-mce-fragment=""1"">Proin molestie egestas orci ac suscipit risus posuere loremous</li>
</ol>
<br data-mce-fragment=""1"">
<h4 data-mce-fragment=""1"">Sample Paragraph Text</h4>
<p class=""des des_2"" data-mce-fragment=""1"">Nullam quis feugiat libero. Phasellus quis molestie massa. Donec in enim sed ex commodo auctor. Nam sagittis volutpat sollicitudin. Fusce sed erat pulvinar nulla aliquet ullamcorper vel et velit. Aliquam a quam ligula. Sed malesuada pulvinar vulputate. Vivamus pharetra metus nulla, a molestie quam luctus eget. Mauris orci risus, consectetur consequat metus quis, mollis eleifend eros.</p>
<p class=""des des_2"" data-mce-fragment=""1"">Sed quis quam sapien. Quisque convallis est enim, et fermentum massa consectetur non. Nam vel ante tempus, venenatis mi eget, tempus libero. In elementum nisi velit, nec mattis eros laoreet quis. Ut purus lacus, ultricies eget elit sed, tincidunt dapibus ligula. Praesent nisl magna, vehicula quis nulla eu, egestas viverra velit. Aliquam sodales, massa eu aliquam porttitor, urna magna venenatis tellus, eget pellentesque sem eros id ex. Cras convallis lacus sit amet nisl porta, sit amet semper lacus sodales.</p>",Vinova MotorGear,,BOOTS,"BOOTS, Gloves, Goggles, Helmet, Racing",true,Title,Default Title,,,,,"",0.0,shopify,100,deny,manual,150.00,,true,true,"",https://cdn.shopify.com/s/files/1/0674/7173/7051/files/1g-min_082b0eef-0430-4b8f-bcb4-f5be2e77fc02.png?v=1702354732,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
fox-racing-instinct-boots-red,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7173/7051/files/1i-min_9f119c5d-f860-4916-b76a-8a2c1ebacf23.png?v=1702354734,2,,,,,,,,,,,,,,,,,,,,,,,,,,
fox-racing-instinct-boots-red,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7173/7051/files/1d-min_2ef3b768-ec17-4a3f-9c2d-4d2b80330d98.png?v=1702354734,3,,,,,,,,,,,,,,,,,,,,,,,,,,
fox-racing-instinct-boots-red,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7173/7051/files/1e-min_524dc5fa-f541-4437-b666-9919092ddb42.png?v=1702354734,4,,,,,,,,,,,,,,,,,,,,,,,,,,
fox-racing-instinct-boots-red,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7173/7051/files/1f-min.png?v=1702354734,5,,,,,,,,,,,,,,,,,,,,,,,,,,
fox-racing-instinct-boots-red,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7173/7051/files/1k-min_218776e5-4dd1-4791-bfd6-6640ec5adbf9.png?v=1702354734,6,,,,,,,,,,,,,,,,,,,,,,,,,,
fox-racing-instinct-boots-white,Fox Racing Instinct Boots - White,"<p class=""des des_1"" data-mce-fragment=""1""><span data-mce-fragment=""1"">IronCaptivate with this shirt’s versatile urban look that works as well at happy hour as it does in the back yard. The real mother of pearl buttons and embroidered crocodile complete its elegant appeal.Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Aenean commodo ligula eget dolor. Aenean massa. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridicu lus mus. Donec quam felis, ultri cies nec, pellentesque eu, pretium quis, sem. Nulla consequat massa quis enim.</span></p>
<p class=""des des_1"" data-mce-fragment=""1""> </p>
<h4 data-mce-fragment=""1"">Sample Ordered Lista</h4>
<ol class=""style_type_2"" data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Comodous in tempor ullamcorper miaculis</li>
<li data-mce-fragment=""1"">Pellentesque vitae neque mollis urna mattis laoreet.</li>
<li data-mce-fragment=""1"">Divamus sit amet purus justo.</li>
<li data-mce-fragment=""1"">Proin molestie egestas orci ac suscipit risus posuere loremous</li>
</ol>
<br data-mce-fragment=""1"">
<h4 data-mce-fragment=""1"">Sample Paragraph Text</h4>
<p class=""des des_2"" data-mce-fragment=""1"">Nullam quis feugiat libero. Phasellus quis molestie massa. Donec in enim sed ex commodo auctor. Nam sagittis volutpat sollicitudin. Fusce sed erat pulvinar nulla aliquet ullamcorper vel et velit. Aliquam a quam ligula. Sed malesuada pulvinar vulputate. Vivamus pharetra metus nulla, a molestie quam luctus eget. Mauris orci risus, consectetur consequat metus quis, mollis eleifend eros.</p>
<p class=""des des_2"" data-mce-fragment=""1"">Sed quis quam sapien. Quisque convallis est enim, et fermentum massa consectetur non. Nam vel ante tempus, venenatis mi eget, tempus libero. In elementum nisi velit, nec mattis eros laoreet quis. Ut purus lacus, ultricies eget elit sed, tincidunt dapibus ligula. Praesent nisl magna, vehicula quis nulla eu, egestas viverra velit. Aliquam sodales, massa eu aliquam porttitor, urna magna venenatis tellus, eget pellentesque sem eros id ex. Cras convallis lacus sit amet nisl porta, sit amet semper lacus sodales.</p>",Vinova MotorGear,,BOOTS,"BOOTS, Gloves, Goggles, Helmet, Racing",true,Title,Default Title,,,,,"",0.0,shopify,50,deny,manual,120.00,,true,true,"",https://cdn.shopify.com/s/files/1/0674/7173/7051/files/1e-min.png?v=1702354653,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
fox-racing-instinct-boots-white,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7173/7051/files/1d-min.png?v=1702354653,2,,,,,,,,,,,,,,,,,,,,,,,,,,
fox-racing-instinct-boots-white,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7173/7051/files/1g-min.png?v=1702354653,3,,,,,,,,,,,,,,,,,,,,,,,,,,
fox-racing-instinct-boots-white,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7173/7051/files/1h-min.png?v=1702354653,4,,,,,,,,,,,,,,,,,,,,,,,,,,
fox-racing-instinct-boots-white,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7173/7051/files/1i-min.png?v=1702354654,5,,,,,,,,,,,,,,,,,,,,,,,,,,
fox-racing-instinct-boots-white,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7173/7051/files/1k-min.png?v=1702354654,6,,,,,,,,,,,,,,,,,,,,,,,,,,
gloves-red-black-for-man-5,Gloves Red Black For Man 5,"<p class=""des des_1"" data-mce-fragment=""1""><span data-mce-fragment=""1"">IronCaptivate with this shirt’s versatile urban look that works as well at happy hour as it does in the back yard. The real mother of pearl buttons and embroidered crocodile complete its elegant appeal.Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Aenean commodo ligula eget dolor. Aenean massa. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridicu lus mus. Donec quam felis, ultri cies nec, pellentesque eu, pretium quis, sem. Nulla consequat massa quis enim.</span></p>
<p class=""des des_1"" data-mce-fragment=""1""> </p>
<h4 data-mce-fragment=""1"">Sample Ordered Lista</h4>
<ol class=""style_type_2"" data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Comodous in tempor ullamcorper miaculis</li>
<li data-mce-fragment=""1"">Pellentesque vitae neque mollis urna mattis laoreet.</li>
<li data-mce-fragment=""1"">Divamus sit amet purus justo.</li>
<li data-mce-fragment=""1"">Proin molestie egestas orci ac suscipit risus posuere loremous</li>
</ol>
<br data-mce-fragment=""1"">
<h4 data-mce-fragment=""1"">Sample Paragraph Text</h4>
<p class=""des des_2"" data-mce-fragment=""1"">Nullam quis feugiat libero. Phasellus quis molestie massa. Donec in enim sed ex commodo auctor. Nam sagittis volutpat sollicitudin. Fusce sed erat pulvinar nulla aliquet ullamcorper vel et velit. Aliquam a quam ligula. Sed malesuada pulvinar vulputate. Vivamus pharetra metus nulla, a molestie quam luctus eget. Mauris orci risus, consectetur consequat metus quis, mollis eleifend eros.</p>
<p class=""des des_2"" data-mce-fragment=""1"">Sed quis quam sapien. Quisque convallis est enim, et fermentum massa consectetur non. Nam vel ante tempus, venenatis mi eget, tempus libero. In elementum nisi velit, nec mattis eros laoreet quis. Ut purus lacus, ultricies eget elit sed, tincidunt dapibus ligula. Praesent nisl magna, vehicula quis nulla eu, egestas viverra velit. Aliquam sodales, massa eu aliquam porttitor, urna magna venenatis tellus, eget pellentesque sem eros id ex. Cras convallis lacus sit amet nisl porta, sit amet semper lacus sodales.</p>",Vinova MotorGear,,GLOVES,"Gloves, Goggles, Helmet, Racing",true,Title,Default Title,,,,,"",0.0,shopify,80,deny,manual,90.00,,true,true,"",https://cdn.shopify.com/s/files/1/0674/7173/7051/files/2d-min_282bad4d-d1e1-49ef-a558-9774bb82a45f.png?v=1702354395,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
gloves-red-black-for-man-5,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7173/7051/files/2b-min_c557b1a0-ea76-4187-bdd7-456f02902edd.png?v=1702354395,2,,,,,,,,,,,,,,,,,,,,,,,,,,
gloves-red-black-for-man-5,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7173/7051/files/2g-min_b679e0bc-0a64-4d96-a5e4-79a70125a33d.png?v=1702354395,3,,,,,,,,,,,,,,,,,,,,,,,,,,
gloves-red-black-for-man-5,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7173/7051/files/2h-min_29ea71ab-88d4-41a9-9d51-1d9d76fca414.png?v=1702354395,4,,,,,,,,,,,,,,,,,,,,,,,,,,
gloves-red-black-for-man-5,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7173/7051/files/2i-min_7ebfdf61-0d51-4f3e-aef6-1d0ede3a4c53.png?v=1702354395,5,,,,,,,,,,,,,,,,,,,,,,,,,,
gloves-red-black-for-man-5,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7173/7051/files/2k-min_bbe36777-a6b7-4a04-b57f-07eaf7f7d418.png?v=1702354395,6,,,,,,,,,,,,,,,,,,,,,,,,,,
gloves-red-black-for-man-4,Gloves Red Black For Man 4,"<p class=""des des_1"" data-mce-fragment=""1""><span data-mce-fragment=""1"">IronCaptivate with this shirt’s versatile urban look that works as well at happy hour as it does in the back yard. The real mother of pearl buttons and embroidered crocodile complete its elegant appeal.Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Aenean commodo ligula eget dolor. Aenean massa. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridicu lus mus. Donec quam felis, ultri cies nec, pellentesque eu, pretium quis, sem. Nulla consequat massa quis enim.</span></p>
<p class=""des des_1"" data-mce-fragment=""1""> </p>
<h4 data-mce-fragment=""1"">Sample Ordered Lista</h4>
<ol class=""style_type_2"" data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Comodous in tempor ullamcorper miaculis</li>
<li data-mce-fragment=""1"">Pellentesque vitae neque mollis urna mattis laoreet.</li>
<li data-mce-fragment=""1"">Divamus sit amet purus justo.</li>
<li data-mce-fragment=""1"">Proin molestie egestas orci ac suscipit risus posuere loremous</li>
</ol>
<br data-mce-fragment=""1"">
<h4 data-mce-fragment=""1"">Sample Paragraph Text</h4>
<p class=""des des_2"" data-mce-fragment=""1"">Nullam quis feugiat libero. Phasellus quis molestie massa. Donec in enim sed ex commodo auctor. Nam sagittis volutpat sollicitudin. Fusce sed erat pulvinar nulla aliquet ullamcorper vel et velit. Aliquam a quam ligula. Sed malesuada pulvinar vulputate. Vivamus pharetra metus nulla, a molestie quam luctus eget. Mauris orci risus, consectetur consequat metus quis, mollis eleifend eros.</p>
<p class=""des des_2"" data-mce-fragment=""1"">Sed quis quam sapien. Quisque convallis est enim, et fermentum massa consectetur non. Nam vel ante tempus, venenatis mi eget, tempus libero. In elementum nisi velit, nec mattis eros laoreet quis. Ut purus lacus, ultricies eget elit sed, tincidunt dapibus ligula. Praesent nisl magna, vehicula quis nulla eu, egestas viverra velit. Aliquam sodales, massa eu aliquam porttitor, urna magna venenatis tellus, eget pellentesque sem eros id ex. Cras convallis lacus sit amet nisl porta, sit amet semper lacus sodales.</p>",Vinova MotorGear,,GLOVES,"Gloves, Goggles, Helmet, Racing",true,Title,Default Title,,,,,"",0.0,shopify,150,deny,manual,75.00,,true,true,"",https://cdn.shopify.com/s/files/1/0674/7173/7051/files/2i-min.png?v=1702354311,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
gloves-red-black-for-man-4,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7173/7051/files/2c-min_e6b8c861-952f-4bcf-a9d2-33724e53df75.png?v=1702354311,2,,,,,,,,,,,,,,,,,,,,,,,,,,
gloves-red-black-for-man-4,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7173/7051/files/2f-min_b9ecabcd-8818-4b5b-8dea-ba26c4527d8c.png?v=1702354311,3,,,,,,,,,,,,,,,,,,,,,,,,,,
gloves-red-black-for-man-4,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7173/7051/files/2g-min_de1d38ab-05ee-4414-8c9f-7bd7cdc53cb1.png?v=1702354312,4,,,,,,,,,,,,,,,,,,,,,,,,,,
gloves-red-black-for-man-4,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7173/7051/files/2h-min_b437cc3e-7188-4338-bfc6-e410d70ddace.png?v=1702354312,5,,,,,,,,,,,,,,,,,,,,,,,,,,
gloves-red-black-for-man-4,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7173/7051/files/2k-min_7e30f0b0-6607-4298-b6b2-bca6809b2e87.png?v=1702354312,6,,,,,,,,,,,,,,,,,,,,,,,,,,
gloves-red-black-for-man-3,Gloves Red Black For Man 3,"<p class=""des des_1"" data-mce-fragment=""1""><span data-mce-fragment=""1"">IronCaptivate with this shirt’s versatile urban look that works as well at happy hour as it does in the back yard. The real mother of pearl buttons and embroidered crocodile complete its elegant appeal.Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Aenean commodo ligula eget dolor. Aenean massa. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridicu lus mus. Donec quam felis, ultri cies nec, pellentesque eu, pretium quis, sem. Nulla consequat massa quis enim.</span></p>
<p class=""des des_1"" data-mce-fragment=""1""> </p>
<h4 data-mce-fragment=""1"">Sample Ordered Lista</h4>
<ol class=""style_type_2"" data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Comodous in tempor ullamcorper miaculis</li>
<li data-mce-fragment=""1"">Pellentesque vitae neque mollis urna mattis laoreet.</li>
<li data-mce-fragment=""1"">Divamus sit amet purus justo.</li>
<li data-mce-fragment=""1"">Proin molestie egestas orci ac suscipit risus posuere loremous</li>
</ol>
<br data-mce-fragment=""1"">
<h4 data-mce-fragment=""1"">Sample Paragraph Text</h4>
<p class=""des des_2"" data-mce-fragment=""1"">Nullam quis feugiat libero. Phasellus quis molestie massa. Donec in enim sed ex commodo auctor. Nam sagittis volutpat sollicitudin. Fusce sed erat pulvinar nulla aliquet ullamcorper vel et velit. Aliquam a quam ligula. Sed malesuada pulvinar vulputate. Vivamus pharetra metus nulla, a molestie quam luctus eget. Mauris orci risus, consectetur consequat metus quis, mollis eleifend eros.</p>
<p class=""des des_2"" data-mce-fragment=""1"">Sed quis quam sapien. Quisque convallis est enim, et fermentum massa consectetur non. Nam vel ante tempus, venenatis mi eget, tempus libero. In elementum nisi velit, nec mattis eros laoreet quis. Ut purus lacus, ultricies eget elit sed, tincidunt dapibus ligula. Praesent nisl magna, vehicula quis nulla eu, egestas viverra velit. Aliquam sodales, massa eu aliquam porttitor, urna magna venenatis tellus, eget pellentesque sem eros id ex. Cras convallis lacus sit amet nisl porta, sit amet semper lacus sodales.</p>",Vinova MotorGear,,GLOVES,"BOOTS, Gloves, Goggles, Racing",true,Title,Default Title,,,,,"",0.0,shopify,50,deny,manual,80.00,,true,true,"",https://cdn.shopify.com/s/files/1/0674/7173/7051/files/2g-min.png?v=1702354187,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
gloves-red-black-for-man-3,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7173/7051/files/2h-min.png?v=1702354187,2,,,,,,,,,,,,,,,,,,,,,,,,,,
gloves-red-black-for-man-3,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7173/7051/files/2a-min_4561019c-2092-43fa-8da5-10e75a1f18ef.png?v=1702354188,3,,,,,,,,,,,,,,,,,,,,,,,,,,
gloves-red-black-for-man-3,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7173/7051/files/2b-min_98690f37-9749-42f8-976f-46ad503c0f47.png?v=1702354188,4,,,,,,,,,,,,,,,,,,,,,,,,,,
gloves-red-black-for-man-3,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7173/7051/files/2c-min_2bac107d-8d0e-41a5-b15c-043191a26c20.png?v=1702354188,5,,,,,,,,,,,,,,,,,,,,,,,,,,
gloves-red-black-for-man-3,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7173/7051/files/2d-min_c72a4b3b-60ad-418b-8e29-3a897f684f43.png?v=1702354188,6,,,,,,,,,,,,,,,,,,,,,,,,,,
gloves-red-black-for-man-3,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7173/7051/files/2k-min_86104c85-2d02-4633-bb85-008bc2b0c5af.png?v=1702354188,7,,,,,,,,,,,,,,,,,,,,,,,,,,
gloves-red-black-for-man-2,Gloves Red Black For Man 2,"<p class=""des des_1"" data-mce-fragment=""1""><span data-mce-fragment=""1"">IronCaptivate with this shirt’s versatile urban look that works as well at happy hour as it does in the back yard. The real mother of pearl buttons and embroidered crocodile complete its elegant appeal.Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Aenean commodo ligula eget dolor. Aenean massa. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridicu lus mus. Donec quam felis, ultri cies nec, pellentesque eu, pretium quis, sem. Nulla consequat massa quis enim.</span></p>
<p class=""des des_1"" data-mce-fragment=""1""> </p>
<h4 data-mce-fragment=""1"">Sample Ordered Lista</h4>
<ol class=""style_type_2"" data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Comodous in tempor ullamcorper miaculis</li>
<li data-mce-fragment=""1"">Pellentesque vitae neque mollis urna mattis laoreet.</li>
<li data-mce-fragment=""1"">Divamus sit amet purus justo.</li>
<li data-mce-fragment=""1"">Proin molestie egestas orci ac suscipit risus posuere loremous</li>
</ol>
<br data-mce-fragment=""1"">
<h4 data-mce-fragment=""1"">Sample Paragraph Text</h4>
<p class=""des des_2"" data-mce-fragment=""1"">Nullam quis feugiat libero. Phasellus quis molestie massa. Donec in enim sed ex commodo auctor. Nam sagittis volutpat sollicitudin. Fusce sed erat pulvinar nulla aliquet ullamcorper vel et velit. Aliquam a quam ligula. Sed malesuada pulvinar vulputate. Vivamus pharetra metus nulla, a molestie quam luctus eget. Mauris orci risus, consectetur consequat metus quis, mollis eleifend eros.</p>
<p class=""des des_2"" data-mce-fragment=""1"">Sed quis quam sapien. Quisque convallis est enim, et fermentum massa consectetur non. Nam vel ante tempus, venenatis mi eget, tempus libero. In elementum nisi velit, nec mattis eros laoreet quis. Ut purus lacus, ultricies eget elit sed, tincidunt dapibus ligula. Praesent nisl magna, vehicula quis nulla eu, egestas viverra velit. Aliquam sodales, massa eu aliquam porttitor, urna magna venenatis tellus, eget pellentesque sem eros id ex. Cras convallis lacus sit amet nisl porta, sit amet semper lacus sodales.</p>",Vinova MotorGear,,GLOVES,"Gloves, Goggles, Helmet, Racing",true,Title,Default Title,,,,,"",0.0,shopify,150,deny,manual,65.00,,true,true,"",https://cdn.shopify.com/s/files/1/0674/7173/7051/files/2k-min.png?v=1702354097,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
gloves-red-black-for-man-2,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7173/7051/files/2f-min.png?v=1702354097,2,,,,,,,,,,,,,,,,,,,,,,,,,,
gloves-red-black-for-man-2,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7173/7051/files/2a-min.png?v=1702354097,3,,,,,,,,,,,,,,,,,,,,,,,,,,
gloves-red-black-for-man-2,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7173/7051/files/2b-min.png?v=1702354097,4,,,,,,,,,,,,,,,,,,,,,,,,,,
gloves-red-black-for-man-2,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7173/7051/files/2c-min.png?v=1702354097,5,,,,,,,,,,,,,,,,,,,,,,,,,,
gloves-red-black-for-man-2,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7173/7051/files/2d-min.png?v=1702354097,6,,,,,,,,,,,,,,,,,,,,,,,,,,
